SKU,Nama Barang,BERAT (GR),BERAT (KG),Barcode Number,UPC / Barcode Product,MANUAL DATA VALIDATION,SKU GPU,KATEGORI,raw_name,clean_name,aug_variants,augmented_text,aug_variants_str
101358,RTL Ribeye Steak AUS End Cut 160 gr,160,0.16,1013580016,1013580016,1013580016 - RTL Ribeye Steak AUS End Cut 160 gr,101358,Daging Steak,RTL Ribeye Steak AUS End Cut 160 gr,s us u,"['s us u cocok untuk grill untuk masakan indonesia', 's us u untuk masakan indonesia', 's us u cocok untuk grill', 's us u menu rumahan untuk masakan indonesia', 's us u', 's us u cocok untuk tumis']",s us u cocok untuk grill untuk masakan indonesia . s us u untuk masakan indonesia . s us u cocok untuk grill . s us u menu rumahan untuk masakan indonesia . s us u . s us u cocok untuk tumis,s us u cocok untuk grill untuk masakan indonesia|s us u untuk masakan indonesia|s us u cocok untuk grill|s us u menu rumahan untuk masakan indonesia|s us u|s us u cocok untuk tumis
101359,RTL Ribeye Steak AUS End Cut 180 gr,180,0.18,1013590018,1013590018,1013590018 - RTL Ribeye Steak AUS End Cut 180 gr,101359,Daging Steak,RTL Ribeye Steak AUS End Cut 180 gr,s us u,"['s us u untuk masakan indonesia', 's us u cocok untuk panggang', 's us u menu rumahan untuk masakan indonesia', 's us u', 's us u cocok untuk tumis', 's us u ideal untuk steak']",s us u untuk masakan indonesia . s us u cocok untuk panggang . s us u menu rumahan untuk masakan indonesia . s us u . s us u cocok untuk tumis . s us u ideal untuk steak,s us u untuk masakan indonesia|s us u cocok untuk panggang|s us u menu rumahan untuk masakan indonesia|s us u|s us u cocok untuk tumis|s us u ideal untuk steak
101360,RTL Ribeye Steak AUS End Cut 200 gr,200,0.2,1013600020,1013600020,1013600020 - RTL Ribeye Steak AUS End Cut 200 gr,101360,Daging Steak,RTL Ribeye Steak AUS End Cut 200 gr,s us u,"['s us u untuk masakan indonesia', 's us u cocok untuk panggang', 's us u cocok untuk grill', 's us u menu rumahan untuk masakan indonesia', 's us u', 's us u cocok untuk tumis']",s us u untuk masakan indonesia . s us u cocok untuk panggang . s us u cocok untuk grill . s us u menu rumahan untuk masakan indonesia . s us u . s us u cocok untuk tumis,s us u untuk masakan indonesia|s us u cocok untuk panggang|s us u cocok untuk grill|s us u menu rumahan untuk masakan indonesia|s us u|s us u cocok untuk tumis
101362,RTL Ribeye Steak AUS End Cut 250 gr,250,0.25,1013620025,1013620025,1013620025 - RTL Ribeye Steak AUS End Cut 250 gr,101362,Daging Steak,RTL Ribeye Steak AUS End Cut 250 gr,s us u,"['s us u menu rumahan', 's us u cocok untuk grill untuk masakan indonesia', 's us u cocok untuk panggang', 's us u cocok untuk grill', 's us u', 's us u ideal untuk steak']",s us u menu rumahan . s us u cocok untuk grill untuk masakan indonesia . s us u cocok untuk panggang . s us u cocok untuk grill . s us u . s us u ideal untuk steak,s us u menu rumahan|s us u cocok untuk grill untuk masakan indonesia|s us u cocok untuk panggang|s us u cocok untuk grill|s us u|s us u ideal untuk steak
101228,RTL Ribeye US Choice Steak 200 gr,200,0.2,1012280020,1012280020,1012280020 - RTL Ribeye US Choice Steak 200 gr,101228,Daging Premium,RTL Ribeye US Choice Steak 200 gr,us s,"['us s', 'us s ideal untuk steak', 'us s cocok untuk grill', 'us s cocok untuk tumis', 'us s untuk masakan indonesia', 'us s cocok untuk tumis untuk masakan indonesia']",us s . us s ideal untuk steak . us s cocok untuk grill . us s cocok untuk tumis . us s untuk masakan indonesia . us s cocok untuk tumis untuk masakan indonesia,us s|us s ideal untuk steak|us s cocok untuk grill|us s cocok untuk tumis|us s untuk masakan indonesia|us s cocok untuk tumis untuk masakan indonesia
100728,RTL Ribeye US Choice Steak 230 gr,230,0.23,1007280023,1007280023,1007280023 - RTL Ribeye US Choice Steak 230 gr,100728,Daging Premium,RTL Ribeye US Choice Steak 230 gr,us s,"['us s', 'us s ideal untuk steak untuk masakan indonesia', 'us s ideal untuk steak', 'us s cocok untuk grill', 'us s cocok untuk tumis', 'us s cocok untuk panggang untuk masakan indonesia']",us s . us s ideal untuk steak untuk masakan indonesia . us s ideal untuk steak . us s cocok untuk grill . us s cocok untuk tumis . us s cocok untuk panggang untuk masakan indonesia,us s|us s ideal untuk steak untuk masakan indonesia|us s ideal untuk steak|us s cocok untuk grill|us s cocok untuk tumis|us s cocok untuk panggang untuk masakan indonesia
100729,RTL Ribeye US Choice Steak 250 gr,250,0.25,1007290025,1007290025,1007290025 - RTL Ribeye US Choice Steak 250 gr,100729,Daging Premium,RTL Ribeye US Choice Steak 250 gr,us s,"['us s cocok untuk grill untuk masakan indonesia', 'us s', 'us s cocok untuk panggang', 'us s masakan nusantara untuk masakan indonesia', 'us s menu rumahan', 'us s untuk masakan indonesia']",us s cocok untuk grill untuk masakan indonesia . us s . us s cocok untuk panggang . us s masakan nusantara untuk masakan indonesia . us s menu rumahan . us s untuk masakan indonesia,us s cocok untuk grill untuk masakan indonesia|us s|us s cocok untuk panggang|us s masakan nusantara untuk masakan indonesia|us s menu rumahan|us s untuk masakan indonesia
100730,RTL Ribeye US Choice Steak 270 gr,270,0.27,1007300027,1007300027,1007300027 - RTL Ribeye US Choice Steak 270 gr,100730,Daging Premium,RTL Ribeye US Choice Steak 270 gr,us s,"['us s', 'us s ideal untuk steak untuk masakan indonesia', 'us s ideal untuk steak', 'us s cocok untuk panggang', 'us s cocok untuk panggang untuk masakan indonesia', 'us s untuk masakan indonesia']",us s . us s ideal untuk steak untuk masakan indonesia . us s ideal untuk steak . us s cocok untuk panggang . us s cocok untuk panggang untuk masakan indonesia . us s untuk masakan indonesia,us s|us s ideal untuk steak untuk masakan indonesia|us s ideal untuk steak|us s cocok untuk panggang|us s cocok untuk panggang untuk masakan indonesia|us s untuk masakan indonesia
100731,RTL Ribeye US Choice Steak 290 gr,290,0.29,1007310029,1007310029,1007310029 - RTL Ribeye US Choice Steak 290 gr,100731,Daging Premium,RTL Ribeye US Choice Steak 290 gr,us s,"['us s cocok untuk grill untuk masakan indonesia', 'us s', 'us s ideal untuk steak', 'us s menu rumahan', 'us s cocok untuk panggang untuk masakan indonesia', 'us s masakan nusantara']",us s cocok untuk grill untuk masakan indonesia . us s . us s ideal untuk steak . us s menu rumahan . us s cocok untuk panggang untuk masakan indonesia . us s masakan nusantara,us s cocok untuk grill untuk masakan indonesia|us s|us s ideal untuk steak|us s menu rumahan|us s cocok untuk panggang untuk masakan indonesia|us s masakan nusantara
101442,RTL Ribeye US Choice Steak DA21 180 gr,180,0.18,1014420018,1014420018,1014420018 - RTL Ribeye US Choice Steak DA21 180 gr,101442,Daging Premium,RTL Ribeye US Choice Steak DA21 180 gr,us s,"['us s', 'us s ideal untuk steak untuk masakan indonesia', 'us s cocok untuk panggang', 'us s masakan nusantara untuk masakan indonesia', 'us s cocok untuk tumis', 'us s untuk masakan indonesia']",us s . us s ideal untuk steak untuk masakan indonesia . us s cocok untuk panggang . us s masakan nusantara untuk masakan indonesia . us s cocok untuk tumis . us s untuk masakan indonesia,us s|us s ideal untuk steak untuk masakan indonesia|us s cocok untuk panggang|us s masakan nusantara untuk masakan indonesia|us s cocok untuk tumis|us s untuk masakan indonesia
101425,RTL Ribeye US Choice Steak DA21 200 gr,200,0.2,1014250020,1014250020,1014250020 - RTL Ribeye US Choice Steak DA21 200 gr,101425,Daging Premium,RTL Ribeye US Choice Steak DA21 200 gr,us s,"['us s', 'us s cocok untuk panggang', 'us s menu rumahan', 'us s cocok untuk grill', 'us s cocok untuk panggang untuk masakan indonesia', 'us s untuk masakan indonesia']",us s . us s cocok untuk panggang . us s menu rumahan . us s cocok untuk grill . us s cocok untuk panggang untuk masakan indonesia . us s untuk masakan indonesia,us s|us s cocok untuk panggang|us s menu rumahan|us s cocok untuk grill|us s cocok untuk panggang untuk masakan indonesia|us s untuk masakan indonesia
101426,RTL Ribeye US Choice Steak DA21 230 gr,230,0.23,1014260023,1014260023,1014260023 - RTL Ribeye US Choice Steak DA21 230 gr,101426,Daging Premium,RTL Ribeye US Choice Steak DA21 230 gr,us s,"['us s', 'us s cocok untuk panggang', 'us s menu rumahan', 'us s cocok untuk panggang untuk masakan indonesia', 'us s untuk masakan indonesia', 'us s cocok untuk tumis untuk masakan indonesia']",us s . us s cocok untuk panggang . us s menu rumahan . us s cocok untuk panggang untuk masakan indonesia . us s untuk masakan indonesia . us s cocok untuk tumis untuk masakan indonesia,us s|us s cocok untuk panggang|us s menu rumahan|us s cocok untuk panggang untuk masakan indonesia|us s untuk masakan indonesia|us s cocok untuk tumis untuk masakan indonesia
101423,RTL Ribeye US Choice Steak DA21 250 gr,250,0.25,1014230025,1014230025,1014230025 - RTL Ribeye US Choice Steak DA21 250 gr,101423,Daging Premium,RTL Ribeye US Choice Steak DA21 250 gr,us s,"['us s', 'us s ideal untuk steak', 'us s cocok untuk grill', 'us s cocok untuk tumis', 'us s cocok untuk panggang untuk masakan indonesia', 'us s untuk masakan indonesia']",us s . us s ideal untuk steak . us s cocok untuk grill . us s cocok untuk tumis . us s cocok untuk panggang untuk masakan indonesia . us s untuk masakan indonesia,us s|us s ideal untuk steak|us s cocok untuk grill|us s cocok untuk tumis|us s cocok untuk panggang untuk masakan indonesia|us s untuk masakan indonesia
101424,RTL Ribeye US Choice Steak DA21 270 gr,270,0.27,1014240027,1014240027,1014240027 - RTL Ribeye US Choice Steak DA21 270 gr,101424,Daging Premium,RTL Ribeye US Choice Steak DA21 270 gr,us s,"['us s', 'us s cocok untuk panggang', 'us s cocok untuk grill', 'us s menu rumahan untuk masakan indonesia', 'us s cocok untuk tumis', 'us s untuk masakan indonesia']",us s . us s cocok untuk panggang . us s cocok untuk grill . us s menu rumahan untuk masakan indonesia . us s cocok untuk tumis . us s untuk masakan indonesia,us s|us s cocok untuk panggang|us s cocok untuk grill|us s menu rumahan untuk masakan indonesia|us s cocok untuk tumis|us s untuk masakan indonesia
101427,RTL Ribeye US Choice Steak DA21 290 gr,290,0.29,1014270029,1014270029,1014270029 - RTL Ribeye US Choice Steak DA21 290 gr,101427,Daging Premium,RTL Ribeye US Choice Steak DA21 290 gr,us s,"['us s', 'us s ideal untuk steak', 'us s cocok untuk grill', 'us s menu rumahan', 'us s untuk masakan indonesia', 'us s masakan nusantara']",us s . us s ideal untuk steak . us s cocok untuk grill . us s menu rumahan . us s untuk masakan indonesia . us s masakan nusantara,us s|us s ideal untuk steak|us s cocok untuk grill|us s menu rumahan|us s untuk masakan indonesia|us s masakan nusantara
100732,RTL Ribeye US Choice Steak End Cut 100 gr,100,0.1,1007320010,1007320010,1007320010 - RTL Ribeye US Choice Steak End Cut 100 gr,100732,Discontinue,RTL Ribeye US Choice Steak End Cut 100 gr,us s u,"['us s u cocok untuk tumis', 'us s u menu rumahan', 'us s u untuk masakan indonesia', 'us s u', 'us s u cocok untuk grill', 'us s u masakan nusantara']",us s u cocok untuk tumis . us s u menu rumahan . us s u untuk masakan indonesia . us s u . us s u cocok untuk grill . us s u masakan nusantara,us s u cocok untuk tumis|us s u menu rumahan|us s u untuk masakan indonesia|us s u|us s u cocok untuk grill|us s u masakan nusantara
100752,RTL Ribeye US Choice Steak End Cut 150 gr,150,0.15,1007520015,1007520015,1007520015 - RTL Ribeye US Choice Steak End Cut 150 gr,100752,Daging Premium,RTL Ribeye US Choice Steak End Cut 150 gr,us s u,"['us s u cocok untuk panggang', 'us s u ideal untuk steak', 'us s u untuk masakan indonesia', 'us s u', 'us s u cocok untuk grill', 'us s u cocok untuk grill untuk masakan indonesia']",us s u cocok untuk panggang . us s u ideal untuk steak . us s u untuk masakan indonesia . us s u . us s u cocok untuk grill . us s u cocok untuk grill untuk masakan indonesia,us s u cocok untuk panggang|us s u ideal untuk steak|us s u untuk masakan indonesia|us s u|us s u cocok untuk grill|us s u cocok untuk grill untuk masakan indonesia
101449,RTL Ribeye US Choice Steak End Cut 180 gr,180,0.18,1014490018,1014490018,1014490018 - RTL Ribeye US Choice Steak End Cut 180 gr,101449,Daging Premium,RTL Ribeye US Choice Steak End Cut 180 gr,us s u,"['us s u cocok untuk tumis', 'us s u cocok untuk panggang', 'us s u menu rumahan', 'us s u ideal untuk steak', 'us s u', 'us s u cocok untuk grill']",us s u cocok untuk tumis . us s u cocok untuk panggang . us s u menu rumahan . us s u ideal untuk steak . us s u . us s u cocok untuk grill,us s u cocok untuk tumis|us s u cocok untuk panggang|us s u menu rumahan|us s u ideal untuk steak|us s u|us s u cocok untuk grill
100735,RTL Ribeye US Choice Steak End Cut 200 gr,200,0.2,1007350020,1007350020,1007350020 - RTL Ribeye US Choice Steak End Cut 200 gr,100735,Daging Premium,RTL Ribeye US Choice Steak End Cut 200 gr,us s u,"['us s u cocok untuk tumis', 'us s u menu rumahan', 'us s u untuk masakan indonesia', 'us s u', 'us s u cocok untuk grill', 'us s u cocok untuk grill untuk masakan indonesia']",us s u cocok untuk tumis . us s u menu rumahan . us s u untuk masakan indonesia . us s u . us s u cocok untuk grill . us s u cocok untuk grill untuk masakan indonesia,us s u cocok untuk tumis|us s u menu rumahan|us s u untuk masakan indonesia|us s u|us s u cocok untuk grill|us s u cocok untuk grill untuk masakan indonesia
101249,RTL Ribeye US Choice Steak End Cut 230 gr,230,0.23,1012490023,1012490023,1012490023 - RTL Ribeye US Choice Steak End Cut 230 gr,101249,Daging Premium,RTL Ribeye US Choice Steak End Cut 230 gr,us s u,"['us s u menu rumahan', 'us s u ideal untuk steak', 'us s u cocok untuk panggang untuk masakan indonesia', 'us s u untuk masakan indonesia', 'us s u', 'us s u ideal untuk steak untuk masakan indonesia']",us s u menu rumahan . us s u ideal untuk steak . us s u cocok untuk panggang untuk masakan indonesia . us s u untuk masakan indonesia . us s u . us s u ideal untuk steak untuk masakan indonesia,us s u menu rumahan|us s u ideal untuk steak|us s u cocok untuk panggang untuk masakan indonesia|us s u untuk masakan indonesia|us s u|us s u ideal untuk steak untuk masakan indonesia
101226,RTL Ribeye US Choice Steak End Cut 250 gr,250,0.25,1012260025,1012260025,1012260025 - RTL Ribeye US Choice Steak End Cut 250 gr,101226,Daging Premium,RTL Ribeye US Choice Steak End Cut 250 gr,us s u,"['us s u cocok untuk panggang', 'us s u untuk masakan indonesia', 'us s u', 'us s u cocok untuk tumis untuk masakan indonesia', 'us s u cocok untuk grill untuk masakan indonesia', 'us s u masakan nusantara']",us s u cocok untuk panggang . us s u untuk masakan indonesia . us s u . us s u cocok untuk tumis untuk masakan indonesia . us s u cocok untuk grill untuk masakan indonesia . us s u masakan nusantara,us s u cocok untuk panggang|us s u untuk masakan indonesia|us s u|us s u cocok untuk tumis untuk masakan indonesia|us s u cocok untuk grill untuk masakan indonesia|us s u masakan nusantara
101227,RTL Ribeye US Choice Steak End Cut 270 gr,270,0.27,1012270027,1012270027,1012270027 - RTL Ribeye US Choice Steak End Cut 270 gr,101227,Daging Premium,RTL Ribeye US Choice Steak End Cut 270 gr,us s u,"['us s u cocok untuk panggang', 'us s u menu rumahan', 'us s u ideal untuk steak', 'us s u untuk masakan indonesia', 'us s u', 'us s u cocok untuk grill untuk masakan indonesia']",us s u cocok untuk panggang . us s u menu rumahan . us s u ideal untuk steak . us s u untuk masakan indonesia . us s u . us s u cocok untuk grill untuk masakan indonesia,us s u cocok untuk panggang|us s u menu rumahan|us s u ideal untuk steak|us s u untuk masakan indonesia|us s u|us s u cocok untuk grill untuk masakan indonesia
101248,RTL Ribeye US Choice Steak End Cut 290 gr,290,0.29,1012480029,1012480029,1012480029 - RTL Ribeye US Choice Steak End Cut 290 gr,101248,Daging Premium,RTL Ribeye US Choice Steak End Cut 290 gr,us s u,"['us s u menu rumahan untuk masakan indonesia', 'us s u cocok untuk panggang', 'us s u cocok untuk tumis', 'us s u cocok untuk panggang untuk masakan indonesia', 'us s u', 'us s u masakan nusantara']",us s u menu rumahan untuk masakan indonesia . us s u cocok untuk panggang . us s u cocok untuk tumis . us s u cocok untuk panggang untuk masakan indonesia . us s u . us s u masakan nusantara,us s u menu rumahan untuk masakan indonesia|us s u cocok untuk panggang|us s u cocok untuk tumis|us s u cocok untuk panggang untuk masakan indonesia|us s u|us s u masakan nusantara
101444,RTL Ribeye US Choice Steak End Cut Da21 150 gr,150,0.15,1014440015,1014440015,1014440015 - RTL Ribeye US Choice Steak End Cut Da21 150 gr,101444,Daging Premium,RTL Ribeye US Choice Steak End Cut Da21 150 gr,us s u,"['us s u ideal untuk steak', 'us s u untuk masakan indonesia', 'us s u', 'us s u cocok untuk grill', 'us s u masakan nusantara', 'us s u masakan nusantara untuk masakan indonesia']",us s u ideal untuk steak . us s u untuk masakan indonesia . us s u . us s u cocok untuk grill . us s u masakan nusantara . us s u masakan nusantara untuk masakan indonesia,us s u ideal untuk steak|us s u untuk masakan indonesia|us s u|us s u cocok untuk grill|us s u masakan nusantara|us s u masakan nusantara untuk masakan indonesia
101443,RTL Ribeye US Choice Steak End Cut Da21 270 gr,270,0.27,1014430027,1014430027,1014430027 - RTL Ribeye US Choice Steak End Cut Da21 270 gr,101443,Daging Premium,RTL Ribeye US Choice Steak End Cut Da21 270 gr,us s u,"['us s u cocok untuk tumis', 'us s u ideal untuk steak', 'us s u untuk masakan indonesia', 'us s u', 'us s u masakan nusantara', 'us s u masakan nusantara untuk masakan indonesia']",us s u cocok untuk tumis . us s u ideal untuk steak . us s u untuk masakan indonesia . us s u . us s u masakan nusantara . us s u masakan nusantara untuk masakan indonesia,us s u cocok untuk tumis|us s u ideal untuk steak|us s u untuk masakan indonesia|us s u|us s u masakan nusantara|us s u masakan nusantara untuk masakan indonesia
101013,RTL Ribeye US Prime Steak 200 gr,200,0.2,1010130020,1010130020,1010130020 - RTL Ribeye US Prime Steak 200 gr,101013,Daging Premium,RTL Ribeye US Prime Steak 200 gr,us s,"['us s cocok untuk grill untuk masakan indonesia', 'us s', 'us s ideal untuk steak untuk masakan indonesia', 'us s masakan nusantara untuk masakan indonesia', 'us s menu rumahan', 'us s untuk masakan indonesia']",us s cocok untuk grill untuk masakan indonesia . us s . us s ideal untuk steak untuk masakan indonesia . us s masakan nusantara untuk masakan indonesia . us s menu rumahan . us s untuk masakan indonesia,us s cocok untuk grill untuk masakan indonesia|us s|us s ideal untuk steak untuk masakan indonesia|us s masakan nusantara untuk masakan indonesia|us s menu rumahan|us s untuk masakan indonesia
101014,RTL Ribeye US Prime Steak 230 gr,230,0.23,1010140023,1010140023,1010140023 - RTL Ribeye US Prime Steak 230 gr,101014,Daging Premium,RTL Ribeye US Prime Steak 230 gr,us s,"['us s cocok untuk grill untuk masakan indonesia', 'us s', 'us s ideal untuk steak', 'us s cocok untuk panggang', 'us s untuk masakan indonesia', 'us s masakan nusantara']",us s cocok untuk grill untuk masakan indonesia . us s . us s ideal untuk steak . us s cocok untuk panggang . us s untuk masakan indonesia . us s masakan nusantara,us s cocok untuk grill untuk masakan indonesia|us s|us s ideal untuk steak|us s cocok untuk panggang|us s untuk masakan indonesia|us s masakan nusantara
101015,RTL Ribeye US Prime Steak 250 gr,250,0.25,1010150025,1010150025,1010150025 - RTL Ribeye US Prime Steak 250 gr,101015,Daging Premium,RTL Ribeye US Prime Steak 250 gr,us s,"['us s', 'us s ideal untuk steak', 'us s cocok untuk panggang', 'us s menu rumahan', 'us s cocok untuk tumis', 'us s cocok untuk panggang untuk masakan indonesia']",us s . us s ideal untuk steak . us s cocok untuk panggang . us s menu rumahan . us s cocok untuk tumis . us s cocok untuk panggang untuk masakan indonesia,us s|us s ideal untuk steak|us s cocok untuk panggang|us s menu rumahan|us s cocok untuk tumis|us s cocok untuk panggang untuk masakan indonesia
101016,RTL Ribeye US Prime Steak 280 gr,280,0.28,1010160028,1010160028,1010160028 - RTL Ribeye US Prime Steak 280 gr,101016,Daging Premium,RTL Ribeye US Prime Steak 280 gr,us s,"['us s', 'us s cocok untuk panggang', 'us s menu rumahan untuk masakan indonesia', 'us s cocok untuk tumis', 'us s untuk masakan indonesia', 'us s masakan nusantara']",us s . us s cocok untuk panggang . us s menu rumahan untuk masakan indonesia . us s cocok untuk tumis . us s untuk masakan indonesia . us s masakan nusantara,us s|us s cocok untuk panggang|us s menu rumahan untuk masakan indonesia|us s cocok untuk tumis|us s untuk masakan indonesia|us s masakan nusantara
101017,RTL Ribeye US Prime Steak 300 gr,300,0.3,1010170030,1010170030,1010170030 - RTL Ribeye US Prime Steak 300 gr,101017,Daging Premium,RTL Ribeye US Prime Steak 300 gr,us s,"['us s', 'us s ideal untuk steak', 'us s cocok untuk panggang', 'us s menu rumahan', 'us s cocok untuk tumis', 'us s untuk masakan indonesia']",us s . us s ideal untuk steak . us s cocok untuk panggang . us s menu rumahan . us s cocok untuk tumis . us s untuk masakan indonesia,us s|us s ideal untuk steak|us s cocok untuk panggang|us s menu rumahan|us s cocok untuk tumis|us s untuk masakan indonesia
101018,RTL Ribeye US Prime Steak 340 gr,340,0.34,1010180034,1010180034,1010180034 - RTL Ribeye US Prime Steak 340 gr,101018,Daging Premium,RTL Ribeye US Prime Steak 340 gr,us s,"['us s cocok untuk grill untuk masakan indonesia', 'us s', 'us s cocok untuk grill', 'us s cocok untuk tumis', 'us s untuk masakan indonesia', 'us s cocok untuk tumis untuk masakan indonesia']",us s cocok untuk grill untuk masakan indonesia . us s . us s cocok untuk grill . us s cocok untuk tumis . us s untuk masakan indonesia . us s cocok untuk tumis untuk masakan indonesia,us s cocok untuk grill untuk masakan indonesia|us s|us s cocok untuk grill|us s cocok untuk tumis|us s untuk masakan indonesia|us s cocok untuk tumis untuk masakan indonesia
101019,RTL CST Daging Rendang Potong OSV 250 gr,250,0.25,1010190025,1010190025,1010190025 - RTL CST Daging Rendang Potong OSV 250 gr,101019,Daging Premium,RTL CST Daging Rendang Potong OSV 250 gr,s s,"['s s', 's s untuk masakan indonesia', 's s ideal untuk steak', 's s cocok untuk panggang', 's s menu rumahan', 's s cocok untuk tumis untuk masakan indonesia']",s s . s s untuk masakan indonesia . s s ideal untuk steak . s s cocok untuk panggang . s s menu rumahan . s s cocok untuk tumis untuk masakan indonesia,s s|s s untuk masakan indonesia|s s ideal untuk steak|s s cocok untuk panggang|s s menu rumahan|s s cocok untuk tumis untuk masakan indonesia
100652,RTL Ribeye Wagyu Mb6+ 200gr,200,0.2,1006520020,1006520020,1006520020 - RTL Ribeye Wagyu Mb6+ 200gr,100652,Daging Premium,RTL Ribeye Wagyu Mb6+ 200gr,w u,"['w u menu rumahan', 'w u', 'w u cocok untuk panggang', 'w u menu rumahan untuk masakan indonesia', 'w u ideal untuk steak', 'w u untuk masakan indonesia']",w u menu rumahan . w u . w u cocok untuk panggang . w u menu rumahan untuk masakan indonesia . w u ideal untuk steak . w u untuk masakan indonesia,w u menu rumahan|w u|w u cocok untuk panggang|w u menu rumahan untuk masakan indonesia|w u ideal untuk steak|w u untuk masakan indonesia
100653,RTL Ribeye Wagyu Mb6+ 230gr,230,0.23,1006530023,1006530023,1006530023 - RTL Ribeye Wagyu Mb6+ 230gr,100653,Daging Premium,RTL Ribeye Wagyu Mb6+ 230gr,w u,"['w u masakan nusantara', 'w u cocok untuk grill', 'w u cocok untuk tumis', 'w u masakan nusantara untuk masakan indonesia', 'w u', 'w u cocok untuk panggang']",w u masakan nusantara . w u cocok untuk grill . w u cocok untuk tumis . w u masakan nusantara untuk masakan indonesia . w u . w u cocok untuk panggang,w u masakan nusantara|w u cocok untuk grill|w u cocok untuk tumis|w u masakan nusantara untuk masakan indonesia|w u|w u cocok untuk panggang
100654,RTL Ribeye Wagyu Mb6+ 250gr,250,0.25,1006540025,1006540025,1006540025 - RTL Ribeye Wagyu Mb6+ 250gr,100654,Daging Premium,RTL Ribeye Wagyu Mb6+ 250gr,w u,"['w u cocok untuk panggang untuk masakan indonesia', 'w u menu rumahan', 'w u cocok untuk tumis', 'w u', 'w u menu rumahan untuk masakan indonesia', 'w u ideal untuk steak']",w u cocok untuk panggang untuk masakan indonesia . w u menu rumahan . w u cocok untuk tumis . w u . w u menu rumahan untuk masakan indonesia . w u ideal untuk steak,w u cocok untuk panggang untuk masakan indonesia|w u menu rumahan|w u cocok untuk tumis|w u|w u menu rumahan untuk masakan indonesia|w u ideal untuk steak
100655,RTL Ribeye Wagyu Mb6+ 270gr,270,0.27,1006550027,1006550027,1006550027 - RTL Ribeye Wagyu Mb6+ 270gr,100655,Daging Premium,RTL Ribeye Wagyu Mb6+ 270gr,w u,"['w u menu rumahan', 'w u cocok untuk grill', 'w u', 'w u menu rumahan untuk masakan indonesia', 'w u ideal untuk steak', 'w u untuk masakan indonesia']",w u menu rumahan . w u cocok untuk grill . w u . w u menu rumahan untuk masakan indonesia . w u ideal untuk steak . w u untuk masakan indonesia,w u menu rumahan|w u cocok untuk grill|w u|w u menu rumahan untuk masakan indonesia|w u ideal untuk steak|w u untuk masakan indonesia
100656,RTL Ribeye Wagyu Mb6+ 290gr,290,0.29,1006560029,1006560029,1006560029 - RTL Ribeye Wagyu Mb6+ 290gr,100656,Daging Premium,RTL Ribeye Wagyu Mb6+ 290gr,w u,"['w u masakan nusantara', 'w u cocok untuk tumis', 'w u masakan nusantara untuk masakan indonesia', 'w u', 'w u cocok untuk tumis untuk masakan indonesia', 'w u untuk masakan indonesia']",w u masakan nusantara . w u cocok untuk tumis . w u masakan nusantara untuk masakan indonesia . w u . w u cocok untuk tumis untuk masakan indonesia . w u untuk masakan indonesia,w u masakan nusantara|w u cocok untuk tumis|w u masakan nusantara untuk masakan indonesia|w u|w u cocok untuk tumis untuk masakan indonesia|w u untuk masakan indonesia
100551,RTL Saikoro Meltique Beef 1000 gr,1000,1.0,1005510100,1005510100,1005510100 - RTL Saikoro Meltique Beef 1000 gr,100551,Daging Steak Meltique,RTL Saikoro Meltique Beef 1000 gr,s u,"['s u cocok untuk grill untuk masakan indonesia', 's u masakan nusantara', 's u untuk masakan indonesia', 's u', 's u ideal untuk steak', 's u menu rumahan']",s u cocok untuk grill untuk masakan indonesia . s u masakan nusantara . s u untuk masakan indonesia . s u . s u ideal untuk steak . s u menu rumahan,s u cocok untuk grill untuk masakan indonesia|s u masakan nusantara|s u untuk masakan indonesia|s u|s u ideal untuk steak|s u menu rumahan
100549,RTL Saikoro Meltique Beef 250 gr,250,0.25,1005490025,1005490025,1005490025 - RTL Saikoro Meltique Beef 250 gr,100549,Daging Steak Meltique,RTL Saikoro Meltique Beef 250 gr,s u,"['s u cocok untuk panggang', 's u cocok untuk tumis', 's u menu rumahan untuk masakan indonesia', 's u cocok untuk panggang untuk masakan indonesia', 's u', 's u menu rumahan']",s u cocok untuk panggang . s u cocok untuk tumis . s u menu rumahan untuk masakan indonesia . s u cocok untuk panggang untuk masakan indonesia . s u . s u menu rumahan,s u cocok untuk panggang|s u cocok untuk tumis|s u menu rumahan untuk masakan indonesia|s u cocok untuk panggang untuk masakan indonesia|s u|s u menu rumahan
100550,RTL Saikoro Meltique Beef 500 gr,500,0.5,1005500050,1005500050,1005500050 - RTL Saikoro Meltique Beef 500 gr,100550,Daging Steak Meltique,RTL Saikoro Meltique Beef 500 gr,s u,"['s u masakan nusantara', 's u cocok untuk tumis', 's u cocok untuk grill', 's u cocok untuk tumis untuk masakan indonesia', 's u', 's u ideal untuk steak']",s u masakan nusantara . s u cocok untuk tumis . s u cocok untuk grill . s u cocok untuk tumis untuk masakan indonesia . s u . s u ideal untuk steak,s u masakan nusantara|s u cocok untuk tumis|s u cocok untuk grill|s u cocok untuk tumis untuk masakan indonesia|s u|s u ideal untuk steak
